NeuroMorpho.Org.ID,Neuron.Name,Archive.Name,Species.Name,Strain,Structural.Domains,Physical.Integrity,Morphological.Attributes,Min.Age,Max.Age,Gender,Min.Weight,Max.Weight,Development,Primary.Brain.Region,Secondary.Brain.Region,Tertiary.Brain.Region,Primary.Cell.Class,Secondary.Cell.Class,Tertiary.Cell.Class,Original.Format,Experiment.Protocol,Experimental.Condition,Staining.Method,Slicing.Direction,Slice.Thickness,Tissue.Shrinkage,Objective.Type,Magnification,Reconstruction.Method,Date.of.Deposition,Date.of.Upload,Soma.Surface,Number.of.Stems,Number.of.Bifurcations,Number.of.Branches,Overall.Width,Overall.Height,Overall.Depth,Average.Diameter,Total.Length,Total.Surface,Total.Volume,Max.Euclidean.Distance,Max.Path.Distance,Max.Branch.Order,Average.Contraction,Total.Fragmentation,Partition.Asymmetry,Average.Rall.s.Ratio,Average.Bifurcation.Angle.Local,Average.Bifurcation.Angle.Remote,Fractal.Dimension,Soma_Surface,N_stems,N_bifs,N_branch,N_tips,Width,Height,Depth,Type,Diameter,Diameter_pow,Length,Surface,SectionArea,Volume,EucDistance,PathDistance,Branch_Order,Terminal_degree,TerminalSegment,Taper_1,Taper_2,Branch_pathlength,Contraction,Fragmentation,Daughter_Ratio,Parent_Daughter_Ratio,Partition_asymmetry,Rall_Power,Pk,Pk_classic,Pk_2,Bif_ampl_local,Bif_ampl_remote,Bif_tilt_local,Bif_tilt_remote,Bif_torque_local,Bif_torque_remote,Last_parent_diam,Diam_threshold,HillmanThreshold,Helix,Fractal_Dim,Gstat.total.cable.length,gstats.maximum.path.length,gstats.number.of.branch.points,gstats.mpeucl,gstats.maximum.branch.order,Gstats.mean.branch.angle,Gstats.mean.branch.length,gstats.mplen,gstats.mbo,gstats.field.height,gstats.field.depth,gstats.chullx,gstats.chully,gstats.chullz,Sholl.1,Sholl.2,Sholl.2c,Sholl.3,Sholl.4,Sholl.5,Sholl.6,Sholl.7,Sholl.8,Sholl.9,Sholl.10,Sholl.11,Sholl.12,Sholl.13,Sholl.14,Sholl.15,Sholl.16,Sholl.17,Sholl.18,Sholl.19,Sholl.20,Sholl.21,Sholl.22,Sholl.23,Sholl.24,Sholl.25,Sholl.26,Sholl.27,Sholl.28,Sholl.29,Sholl.30,Sholl.31,Sholl.32,Sholl.33,Sholl.34,Sholl.35,Sholl.36,Sholl.37,Sholl.38,Sholl.39,Sholl.40,Sholl.41,Sholl.42,Sholl.43,Sholl.44,Sholl.45,Sholl.46,Sholl.47,Sholl.48,Sholl.49,Sholl.50
NMO_28606,RatS1-8-25,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,593.68,3,5,13,17.56,142.96,77.17,0.71,415.58,956.2,281.36,90.63,104.94,2,0.93,73,0,0.85,60.86,49.11,1.01,593.676,3,6,15,10,19.81,142.96,77.18,222,93.2711,204.611,429.324,1549.88,341.932,2322.67,3165.83,3621.75,86,116,52,1.49322,8.13813,429.24,14.1367,76,7.24958,8.0053,1,6.4,6.1002,6.22969,5.25859,304.308,245.526,668.932,686.621,308.299,248.137,3.53,31.1874,32.8774,-0.65,11.1291,429.324,104.9378,6,0.8937124,3,1.408795,28.6216,47.65457,1.8125,0.1432324,0.2342139,-13.24737,6.310789,-4.112763,1,5,5,5,5,3,3,3,3,3,3,3,4,4,4,4,4,6,6,6,7,7,7,7,6,7,7,7,7,7,6,4,4,4,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,0
NMO_28610,RatS1-8-29,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,391.68,3,0,3,81.31,151.16,9.71,1.04,241.84,603.59,272.73,86.54,89.2,0,0.96,44,0,0,0,0,1.01,391.682,3,1,5,5,81.31,151.16,10.11,135,79.2476,174.194,253.004,995.27,274.362,1366.75,1562.8,1650.47,0,51,46,0.407523,2.91676,252.97,4.87544,47,1,2.60326,1,0,2,2,2,0,0,0,0,0,0,0,29.0851,42.4739,-0.02,3.01666,253.0042,89.19782,1,0.9750876,1,3.141593,50.60084,35.11636,0.8333333,0.5452975,8.117143,2.609787,1.709362,-3.954894,1,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0
NMO_28614,RatS1-8-32,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,396.02,1,1,3,24.1,169.01,4.54,0.76,189.22,340.14,86.2,169.03,178.96,1,0.96,36,0,1.11,78.56,48.93,1.01,396.02,1,2,5,4,24.1,169.01,5.23,111,60.8978,141.119,200.437,736.163,223.583,1198.94,2209.18,2343.84,15,63,17,0.179172,1.61125,200.4,4.87221,39,2,3.56581,1,1.755,3,3.10646,2.90832,78.5573,48.9271,138.556,154.2,57.3688,35.6936,0.46,23.0985,23.2485,0,2.01631,200.4366,178.9555,2,0.9665557,2,2.256338,40.08732,60.09835,1.166667,0.156996,4.636364,8.703333,55.25051,1.332821,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NMO_28618,RatS1-8-36,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,586.49,2,3,8,26.84,93.28,6.98,1.53,168.14,762.84,510.66,60.14,62.63,2,0.96,36,0.33,0.85,83.16,77.92,1.02,586.49,2,4,10,7,26.84,93.28,7,111,96.1887,238.883,181.798,1349.33,416.073,2515.42,875.453,1034.34,37,59,28,2.82053,5.60418,181.75,9.66942,39,6.64654,5.82542,2,1.935,5.05228,4.55121,4.15395,392.783,233.756,335.884,368.963,189.261,183.889,3.07,32.5558,35.3208,-0.36,7.10782,181.7979,62.63191,4,0.8863215,3,1.874002,18.17979,26.52157,1.636364,0.3187036,4.481429,0.09230769,-3.885385,0.3717949,1,4,4,4,4,4,4,2,2,2,2,2,5,4,4,4,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NMO_28624,RatS1-8-40,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,540.95,4,1,6,22.39,332.79,44.86,0.69,495.86,961.78,239.16,326.22,350.12,1,0.87,76,0,1.03,102.06,72.69,1.02,540.953,4,2,8,7,22.39,332.79,44.87,231,91.824,195.454,508.975,1502.74,319.009,2015.02,8759.21,9462.86,51,91,72,1.50407,5.39112,508.93,7.2112,79,11.2,3.48338,1,0,4,3.0307,3.00961,102.059,72.692,107.527,117.916,96.8505,164.977,1.53,29.6326,49.1746,-0.65,5.10563,508.9755,350.1226,2,0.8924626,2,2.461429,63.62194,119.783,1.111111,0.06591635,0.4585874,-7.412152,101.5029,-1.994051,1,4,4,4,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NMO_28944,RatS1-8-44,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 4",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,471.57,1,1,3,16.4,109.64,6.85,1.48,131.49,441.92,199.08,113.48,120.8,1,0.94,23,0,1.01,84.31,24.81,1.01,471.573,1,2,5,4,20.09,113.43,7.52,72,70.8011,177.593,143.737,913.497,295.207,1644.49,1036.16,1092.58,16,36,18,0.573558,2.2124,143.72,4.81255,26,2.1087,3.50257,1,1.515,2.95161,3.00732,2.80251,84.3054,24.811,129.875,140.54,112.4,119.553,2.3,27.4307,28.2757,-0.27,2.02099,143.7373,120.8027,2,0.9578186,2,2.306499,28.74745,42.02234,1.166667,0.1778595,2.75,-6.762308,38.19115,-2.589231,1,3,3,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NMO_29449,RatS1-8-48,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 2-3",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,574.47,3,2,7,54.81,74.58,5.82,0.93,173.01,513.49,203.65,46.46,50.26,2,0.95,40,0.5,0.9,48.48,39.83,1.02,574.47,3,3,9,7,54.81,74.58,6.07,123,77.712,192.398,186.529,1087.96,332.012,2146.89,1088.92,1144.16,21,62,35,1.34477,5.00169,186.48,8.67654,43,3.16304,4.79997,2,2.96,3.56272,3.79083,3.41527,96.9595,79.6583,290.3,305.618,308.806,272.299,1.07,32.1213,44.882,0.49,5.1041,186.5287,50.26229,3,0.9516435,3,1.611285,20.72541,26.60828,1.5,0.7344367,8.985981,-3.457442,3.447209,2.183953,1,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,2,2,1,1,0
NMO_29454,RatS1-8-53,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 2-3",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,462.13,3,1,5,10.03,79.95,31.72,1.26,156.65,519.08,251.07,52.3,60.56,1,0.88,36,0,0.54,72.85,35.71,1.03,462.129,3,2,7,6,10.03,79.95,31.73,111,81.7742,191.868,168.766,981.205,313.578,1653.41,866.508,999.989,14,53,29,1.2585,4.44109,168.73,6.37689,39,2.5082,3.36208,1,0.785,3,2.54444,2.35991,72.8457,35.714,112.343,152.412,92.2828,160.289,1.84,28.4162,40.3242,-0.65,5.15967,168.7659,60.5553,2,0.9043696,2,2.206495,24.10942,25.64073,1.125,0.1489665,0.3676341,6.237436,10.87846,-0.9925641,1,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0
NMO_29458,RatS1-8-57,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 2-3",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,633.91,4,1,6,61.36,86.55,4.39,0.86,195.57,480.26,160.22,59.89,64.34,1,0.98,38,0,0.54,89.51,76.84,1.01,633.912,4,2,8,7,61.36,86.55,4.76,117,75.1123,196.881,209.777,1114.17,352.994,2411.79,1050.97,1137.9,13,54,33,2.19032,5.2501,209.73,7.85754,41,3,3.16146,1,0.76,2.98365,2.54366,2.37044,89.5129,76.8393,106.648,107.02,158.396,170.769,1.69,31.6349,53.026,-0.28,6.03617,209.7766,64.3367,2,0.9601373,2,2.351944,26.22207,27.75362,1.111111,0.7718082,13.66053,10.53878,9.578537,-1.893902,1,6,6,6,6,6,6,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,0
NMO_29462,RatS1-8-61,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 2-3",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,456.4,3,0,3,26.45,40.24,4.36,0.78,71.75,167.5,42.48,28.92,30.85,0,0.95,16,0,0,0,0,1.01,456.399,3,1,5,5,27.62,40.24,4.38,51,48.5721,137.93,83.7996,623.903,238.872,1418.23,260.773,270.621,0,23,18,1.53533,2.87311,83.78,4.85179,19,1,2.25379,1,0,2,2,2,0,0,0,0,0,0,0,27.1748,43.7308,-0.09,3.03984,83.79963,30.85236,1,0.970358,1,3.141593,16.75993,14.24321,0.8333333,0.7074684,6.189979,3.943158,3.334737,0.7515789,1,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,0
NMO_28627,RatS1-8-7,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,1222.11,2,2,6,64.49,96.85,6.02,1.04,168.25,505.63,247.72,71.99,75.8,2,0.96,25,0.5,0.84,57.69,81.96,1.01,1222.11,2,3,8,6,55.78,96.85,6.04,78,85.2478,296.981,187.967,1727.75,649.606,6276.6,885.88,973.055,21,45,19,1.69111,4.53832,187.93,7.78653,28,7.02703,4.38369,2,2.325,3.43855,3.68382,3.3916,289.063,163.912,253.422,263.308,250.262,177.144,0.37,44.8652,53.4215,-0.27,4.0406,187.9673,75.79923,3,0.9380796,3,1.718439,23.49591,34.75196,1.555556,0.6559194,10.67715,2.942143,20.80286,-1.279643,1,4,4,4,4,4,4,4,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0
NMO_29467,RatS1-9-101,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 2-3",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,434.46,3,0,3,32.64,55.54,3.58,0.92,98.59,243.05,81.07,39.92,40.22,0,0.92,16,0,0,0,0,1.01,434.465,3,1,5,5,35.59,55.54,3.59,51,50.0309,137.973,110.343,677.513,233.82,1358.8,297.269,314.98,0,23,18,1.10672,2.86994,110.31,4.75556,19,1,2.31368,1,0,2,2,2,0,0,0,0,0,0,0,27.2173,43.0177,0.05,3.04036,110.343,40.21497,1,0.9511119,1,3.141593,22.06861,16.57792,0.8333333,0.6185262,9.268229,-5.102105,4.327368,-1.203158,1,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0
NMO_28632,RatS1-9-11,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,1021.29,3,8,19,62.16,138.26,6.6,0.63,459.44,977.66,328.22,84.93,88.39,3,0.97,86,0.15,1.05,60.24,41.3,1.01,1021.29,3,9,21,13,56.54,138.26,6.6,261,108.263,283.008,477.465,1998.96,558.144,4931.97,3740.46,3986.25,134,154,61,2.73799,10.2335,477.36,20.419,89,12.8349,12.2996,2.2,6.63,10.907,10.4226,9.4093,481.95,330.431,1075.73,1151.7,658.336,644.4,4.28,40.9021,42.9471,0.09,11.0817,477.4653,88.38578,9,0.9536686,4,1.28369,22.73644,44.7893,2.409091,0.4456747,9.757576,3.246966,5.371011,-1.66809,1,5,5,5,5,5,5,3,3,3,3,4,4,4,4,4,4,5,5,7,7,7,8,8,9,10,10,9,9,9,10,10,9,9,7,7,7,7,6,4,2,2,1,1,1,1,1,1,1,1,0
NMO_28636,RatS1-9-15,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,428.89,2,5,12,39.64,119.4,2.56,0.82,306.64,736.79,274.62,81.91,86.83,2,0.97,64,0.2,0.99,46.64,40.48,1.01,428.889,2,6,14,9,37.42,119.4,2.58,195,87.4083,178.997,318.316,1165.68,274.175,1527.99,2452.96,2684.3,85,109,43,1.77842,7.22492,318.25,13.6233,67,6.44533,8.59603,2,4.775,7.45164,6.95858,6.1257,340.69,202.417,689.885,713.389,205.031,180.116,1.86,26.3788,27.3888,0.01,9.08878,318.3164,86.83168,6,0.93702,3,1.201969,22.73688,40.06419,2,0.3833222,17.76357,11.74507,12.07791,-0.02179104,1,4,4,4,4,2,2,3,3,3,3,3,3,3,3,4,5,7,6,6,6,6,6,6,6,7,7,5,5,5,5,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0
NMO_28640,RatS1-9-19,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,444.31,3,5,13,105.94,118.48,9.2,1.12,333.57,1006.61,571.27,77.44,87.05,2,0.97,73,0.4,1.16,65.22,62.71,1.01,444.314,3,6,15,10,104.87,118.48,9.2,222,117.526,238.201,345.458,1450.93,366.64,1892.97,2777.39,2957.47,61,137,39,1.36679,8.19165,345.39,14.5863,76,14.303,9.43523,3,2.32,8.87234,7.79974,7.39068,326.08,313.526,643.727,672.807,259.22,196.243,2.79,27.5175,29.5625,-0.5,9.08939,345.4578,87.05212,6,0.9438189,3,1.472127,23.03052,38.91408,1.8125,0.8987116,10.02511,-2.281316,3.606316,-0.2648684,1,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,6,6,6,6,6,5,6,6,6,6,6,5,4,4,4,4,4,4,4,4,4,4,3,2,2,1,1,1,1,0
NMO_28644,RatS1-9-22,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,486.52,2,1,4,18.3,109.67,10.39,1.12,157,487.12,216.13,62.61,72.91,1,0.9,39,0,0.76,22.7,19.25,1.02,486.521,2,2,6,5,18.3,109.67,10.39,120,80.8438,188.143,169.443,973.64,305.47,1730.17,1208.3,1352.98,15,57,30,0.653896,3.44953,169.42,5.60201,42,3.51351,3.44746,1,1,2.96368,2.75692,2.59278,182.083,19.2456,101.754,148.925,90.1718,152.485,1.3,28.7958,34.3698,-0.07,4.0656,169.4427,72.91164,2,0.9333657,2,1.768848,28.24045,32.21374,1.142857,0.1850057,2.021174,1.396905,9.473095,-3.826905,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,0
NMO_28648,RatS1-9-26,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,520.24,2,0,2,5.93,108.4,6.09,1.01,111.63,309.59,79.91,77.83,80.1,0,0.98,14,0,0,0,0,1,520.238,2,1,4,4,6.18,108.4,6.09,45,52.7262,153.506,124.486,829.829,273.179,1754.91,421.906,434.387,0,20,16,0.542299,1.90527,124.46,3.95622,17,1,2.22595,1,0,2,2,2,162.948,0,0,0,0,0,0,28.6674,40.0912,-0.07,2.00771,124.4858,80.09653,1,0.989055,1,3.141593,31.12144,25.55219,0.8,0.05701107,1.014778,0.7770588,15.85294,-1.092941,1,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NMO_28653,RatS1-9-30,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,667.56,3,2,7,58.6,98.68,6.34,0.86,212.67,542.33,177.65,61.82,66.5,1,0.95,33,0,0.76,64.72,75.25,1.01,667.562,3,3,9,7,58.6,98.68,7.02,102,72.3006,198.834,227.241,1209.89,364.503,2612.06,1010.78,1117.75,14,53,24,1.35061,5.39528,227.2,8.68335,36,6.29383,4.33286,1,2.015,3.93463,3.52434,3.19717,129.441,150.495,276.314,265.964,177.23,175.87,2.6,32.2438,40.6022,5.37764E-17,5.0404,227.2411,66.5009,3,0.9383142,2,1.800257,25.24901,31.04865,1.3,0.6510651,8.668442,-2.853611,9.526389,-0.5033333,1,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,3,3,2,1,1,1,1,1,1,1,1,1,1,1,0
NMO_28657,RatS1-9-34,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,559.14,2,2,6,46.4,129.03,4.96,0.96,216.34,572.63,218.76,85.64,90.49,2,0.95,46,0.5,0.79,110.13,100.3,1.01,559.142,2,3,8,6,46.4,129.03,4.98,141,84.3513,201.25,229.679,1131.77,340.956,2084.03,1546.88,1825.13,50,63,42,1.38298,4.14733,229.64,7.68247,49,5.85785,4.20246,2,0.5,4.59755,3.57246,3.43,362.15,200.606,170.589,146.175,308.441,344.285,3.37,30.6775,40.2544,-0.17,4.05414,229.6793,90.4873,3,0.9107961,3,2.328663,28.70991,37.24756,1.555556,0.3634275,8.616872,2.456327,9.241429,0.9889796,1,4,4,4,4,4,4,4,3,3,3,3,5,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
NMO_28661,RatS1-9-38,Franca,rat,Wistar,"Dendrites, Soma, No Axon",Dendrites Moderate,"Diameter, 3D, Angles",Not reported,Not reported,Male,Not reported,Not reported,adult,neocortex,somatosensory,"primary somatosensory, layer 5-6",interneuron,Nitrergic,Not reported,Neurolucida.dat,in vitro,Control,NADPH-diaphorase histochesmistry,coronal,200,Reported (no values given) Not corrected,oil,100x,Neurolucida,2014-03-22,2015-03-17,392.67,3,0,3,43.52,125.64,12.74,0.95,184.9,505.79,178.64,67.31,75.03,0,0.94,38,0,0,0,0,1.01,392.668,3,1,5,5,39.15,125.64,12.74,117,69.7947,154.101,196.069,898.458,238.026,1276.95,1162.47,1213.85,0,45,40,0.556936,2.90347,196.04,4.8115,41,1,2.41115,1,0,2,2,2,0,0,0,0,0,0,0,26.9764,41.4588,-0.29,3.04301,196.0687,75.03358,1,0.9623001,1,3.141593,39.21375,29.60614,0.8333333,0.3388208,3.459734,-2.127561,0.2490244,-0.4404878,1,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0
